iter	RMSE
556	6.540314056
557	6.538432394
558	6.535492305
559	6.533824804
560	6.532349428
561	6.531004406
562	6.527388239
563	6.525330766
564	6.523279295
565	6.521126425
566	6.517932711
567	6.51626871
568	6.513107327
569	6.511556849
570	6.508645998
571	6.50629591
572	6.505030989
573	6.50232826
574	6.499821494
575	6.497453587
576	6.49562969
577	6.493536393
578	6.491058736
579	6.488506615
580	6.485607278
581	6.483492616
582	6.481661027
583	6.479886367
584	6.478088974
585	6.476369788
586	6.474829938
587	6.474202439
588	6.47133264
589	6.469218007
590	6.467259513
591	6.465421557
592	6.462905957
593	6.460800245
594	6.458445563
595	6.456274874
596	6.454221453
597	6.452686653
598	6.451338877
599	6.44870646
600	6.44645169
601	6.444302561
602	6.442549317
603	6.439413859
604	6.437238288
605	6.435800665
606	6.43366735
607	6.432582529
608	6.43138087
609	6.428702044
610	6.427481807
611	6.425326843
612	6.423622603
613	6.422395195
614	6.420846496
615	6.419435945
616	6.417482467
617	6.41628876
618	6.41483584
619	6.412629846
620	6.410777889
621	6.408584293
622	6.406123381
623	6.403423007
624	6.401959345
625	6.400902426
626	6.39840048
627	6.395032187
628	6.393801884
629	6.392855861
630	6.391459319
631	6.390229512
632	6.38800439
633	6.386143431
634	6.384116558
635	6.381937597
636	6.381098309
637	6.379592452
638	6.377525788
639	6.375686672
640	6.373928186
641	6.371404947
642	6.369109722
643	6.367301011
644	6.365867551
645	6.3633111
646	6.361318724
647	6.358948062
648	6.357747557
649	6.355543124
650	6.352918958
651	6.350531195
652	6.349209696
653	6.346781677
654	6.345136565
655	6.343358035
656	6.341261637
657	6.339217958
658	6.337496536
659	6.336251203
660	6.334931303
661	6.333825602
662	6.332370931
663	6.331126398
664	6.329146354
665	6.327705056
666	6.326697554
667	6.325025988
668	6.323770445
669	6.322507814
670	6.320282167
671	6.318243256
672	6.315981628
673	6.314656398
674	6.312966707
675	6.310772251
676	6.309062606
677	6.307211175
678	6.305252591
679	6.303280244
680	6.300882138
681	6.29893341
682	6.296592428
683	6.294752235
684	6.293104533
685	6.290929911
686	6.288985526
687	6.286946189
688	6.285641623
689	6.283627522
690	6.282201102
691	6.279962582
692	6.278286217
693	6.276149044
694	6.274039222
695	6.27187734
696	6.270560264
697	6.268556944
698	6.266178799
699	6.264442104
700	6.263244997
701	6.260810979
702	6.260061228
703	6.259102389
704	6.257448672
705	6.254333749
706	6.253380717
707	6.25198745
708	6.250005907
709	6.248658018
710	6.247008843
711	6.245515681
712	6.244657528
713	6.242658602
714	6.240946524
715	6.238953901
716	6.237838546
717	6.236513009
718	6.234364894
719	6.232921175
720	6.231684911
721	6.229582174
722	6.227564955
723	6.226124427
724	6.223825998
725	6.221606304
726	6.219791142
727	6.218320066
728	6.21658838
729	6.214194866
730	6.212821296
731	6.211082843
732	6.209609114
733	6.207906778
734	6.206167062
735	6.204286916
736	6.202918857
737	6.201863833
738	6.20001128
739	6.198368061
740	6.197092728
741	6.195469579
742	6.194574738
743	6.191374045
744	6.189962625
745	6.189065032
746	6.187406339
747	6.185040514
748	6.183599952
749	6.182042185
750	6.180593317
751	6.178060617
752	6.17722123
753	6.175396614
754	6.174284852
755	6.172942515
756	6.171723208
757	6.169653274
758	6.168312679
759	6.167077333
760	6.164678835
761	6.162804659
762	6.160334382
763	6.158368387
764	6.156276307
765	6.154260845
766	6.153214307
767	6.151664583
768	6.150504699
769	6.148738337
770	6.147198116
771	6.145585552
772	6.143643855
773	6.142173288
774	6.140686904
775	6.139271349
776	6.138097901
777	6.136538031
778	6.134816413
779	6.132447636
780	6.130297951
781	6.129315523
782	6.128011539
783	6.126840196
784	6.125584004
785	6.123534415
786	6.121770257
787	6.119685899
788	6.118011367
789	6.116679661
790	6.115181457
791	6.113882553
792	6.11200963
793	6.109204521
794	6.107355516
795	6.104982646
796	6.102870922
797	6.101416205
798	6.10034708
799	6.099230483
800	6.097871882
801	6.096124898
802	6.094178911
803	6.092115532
804	6.091364868
805	6.090400511
806	6.089367951
807	6.08833052
808	6.086593653
809	6.085122309
810	6.08338815
811	6.081655319
812	6.080286778
813	6.079036562
814	6.077369703
815	6.075483345
816	6.074503579
817	6.072994106
818	6.071501535
819	6.070340965
820	6.068593737
821	6.0671664
822	6.065805169
823	6.063726388
824	6.062743795
825	6.061292271
826	6.0590562
827	6.057239997
828	6.056317934
829	6.054617189
830	6.053475898
831	6.052265708
832	6.050546841
833	6.049355746
834	6.048171712
835	6.046564253
836	6.045323186
837	6.043258267
838	6.041877858
839	6.038895673
840	6.036980478
841	6.035866924
842	6.034999234
843	6.033186821
844	6.032180448
845	6.031007709
846	6.030003975
847	6.028465979
848	6.026696522
849	6.025362363
850	6.023350304
851	6.02172466
852	6.019634962
853	6.018377696
854	6.017243155
855	6.015635242
856	6.01509072
857	6.012898323
858	6.011531358
859	6.009747654
860	6.007909842
861	6.006651091
862	6.005496633
863	6.004057488
864	6.00293261
865	6.001041508
866	6.000325481
867	5.998510231
868	5.997338696
869	5.995818214
870	5.994138347
871	5.99200129
872	5.989578812
873	5.988066545
874	5.986514791
875	5.985465242
876	5.983899657
877	5.981932948
878	5.980539224
879	5.978649206
880	5.977427025
881	5.975437977
882	5.97451999
883	5.973326921
884	5.972082199
885	5.970818019
886	5.969727981
887	5.96781154
888	5.966560157
889	5.965431099
890	5.96426742
891	5.962323843
892	5.960962585
893	5.959614748
894	5.958761086
895	5.957272765
896	5.956144594
897	5.954826247
898	5.95340879
899	5.951698638
900	5.949922001
901	5.948649793
902	5.947757923
903	5.946583409
904	5.945538264
905	5.94472065
906	5.943415361
907	5.942464299
908	5.941092603
909	5.940295828
910	5.938575664
911	5.937427539
912	5.935199263
913	5.933582461
914	5.932073742
915	5.930787115
916	5.929691685
917	5.928506039
918	5.927227904
919	5.926255976
920	5.924728186
921	5.923597162
922	5.921692262
923	5.919596987
924	5.918562528
925	5.916208572
926	5.915101091
927	5.914213368
928	5.913424747
929	5.91170699
930	5.910126467
931	5.908658578
932	5.907199391
933	5.905465075
934	5.904071427
935	5.902592922
936	5.901359896
937	5.899774186
938	5.898474377
939	5.896905075
940	5.895562955
941	5.893973924
942	5.892524907
943	5.891075206
944	5.889335828
945	5.888222075
946	5.886926844
947	5.88534954
948	5.883498302
949	5.881501842
950	5.879840273
951	5.878573326
952	5.87694483
953	5.875769077
954	5.874131996
955	5.872797118
956	5.871582011
957	5.869844562
958	5.868327413
959	5.86644497
960	5.865176446
961	5.864347253
962	5.862398029
